STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
5201,2/19/19,18:35:00,2019,February,Tuesday,Based on Radio Run,APP,POM,47,SGT,47,O,P,PSB,0,ASSAULT,1,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,RUNNING,(null),MALE,BLACK, , ,THN,ZZZ,XXX,(null),47,A,(null),WEBSTER AVENUE && EAST GUN HILL ROAD,WEBSTER AVENUE,1019758,259418,(null),PBBX,BRONX
5202,2/25/19,8:17:00,2019,February,Monday,Based on Radio Run,APP,POM,47,SGT,47,O,P,PSB,1,PETIT LARCENY,4,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,CALM,50,MALE,BLACK,5.7,165,THN,BRO,BLK,"BLUE JEANS, BLACK HAT",47,A,(null),WHITE PLAINS ROAD && EAST GUN HILL ROAD,WHITE PLAINS ROAD,1026480,262584,(null),PBBX,BRONX
5203,2/28/19,1:50:00,2019,February,Thursday,Based on Radio Run,APP,POM,47,SGT,47,I,P,PSB,1,BURGLARY,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM,63,MALE,WHITE,6.2,180,THN,BRO,BLK,(null),47,C,(null),1611 EAST 233 STREET,EAST 233 STREET,1031539,263214,(null),PBBX,BRONX
5204,3/19/19,2:55:00,2019,March,Tuesday,Based on Radio Run,APP,POM,47,SGT,47,(null),P,PSB,1,BURGLARY,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS/SWEATING,24,MALE,BLACK,6.1,170,THN,BRO,BLK,(null),47,C,(null),BOSTON ROAD && BOLLER AVENUE,BOSTON ROAD,1029539,260800,(null),PBBX,BRONX
5205,3/29/19,6:15:00,2019,March,Friday,Based on Radio Run,APP,POM,47,SGT,47,I,P,PSB,1,BURGLARY,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,42,MALE,WHITE,6,150,THN,BRO,BLN,"GRAY JACKET, BLUE HOODY, BLACK JEANS, RED SNEAKERS",47,B,(null),EAST 233 STREET && JEROME AVENUE EAST,EAST 233 STREET,1026480,262584,(null),PBBX,BRONX
5206,3/31/19,17:24:00,2019,March,Sunday,Based on Radio Run,APP,POM,47,SGT,47,(null),P,PSB,1,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,Y,(null),(null),(null),DE,"COMPLIANT, NERVOUS",55,MALE,BLACK,5.9,175,THN,BLK,BLD,ALL BLACK AND RED AND WHITE SNEAKERS,47,A,(null),WHITE PLAINS ROAD && EAST 216 STREET,WHITE PLAINS ROAD,1021874,260446,(null),PBBX,BRONX
5207,3/30/19,3:05:00,2019,March,Saturday,Based on Self Initiated,APP,POM,47,SGT,47,(null),P,PSB,1,CPW,2,N,SUBJEC,N,N,(null),N,(null),N,(null),(null),V,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,UNCOOPERATIVE,(null),MALE,BLACK,5.6,145,THN,BRO,BLK,"BLACK JACKET, BLACK HOODIE WITH A GOLD LOGO",47,B,(null),WHITE PLAINS ROAD && SAINT OUEN STREET,WHITE PLAINS ROAD,1025754,268697,(null),PBBX,BRONX
5208,4/4/19,2:15:00,2019,April,Thursday,Based on Radio Run,APP,POM,47,SGT,47,(null),(null),(null),10,RECKLESS ENDANGERMENT,48,Y,(null),Y,Y,RECKLESS ENDANGERMENT,N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,AGGITATED,21,MALE,BLACK,5.6,130,MED,BRO,BLK,BLACK HOODIE,47,B,6,4382 FURMAN AVENUE,FURMAN AVENUE,1024669,266348,(null),PBBX,BRONX
5209,4/4/19,2:15:00,2019,April,Thursday,Based on Radio Run,APP,POM,47,SGT,47,I,(null),(null),10,RECKLESS ENDANGERMENT,48,Y,(null),Y,Y,RECKLESS ENDANGERMENT,N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,AGITATED,16,MALE,BLACK,5.8,130,THN,BRO,BLK,"BURKE TATTOED ON LEFT FOREARM, BLACK HOODIE, BLACK PANTS",47,B,6,4382 FURMAN AVENUE,FURMAN AVENUE,1024669,266348,(null),PBBX,BRONX
5210,4/4/19,2:15:00,2019,April,Thursday,Based on Radio Run,APP,POM,47,SGT,47,I,P,PSB,10,RECKLESS ENDANGERMENT,48,Y,(null),Y,Y,RECKLESS ENDANGERMENT,N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,AGITATED,19,MALE,BLACK,5.6,138,MED,BRO,BLK,"DARK GREY HOODIE, DARK GREY PANTS",47,B,6,4382 FURMAN AVENUE,FURMAN AVENUE,1024669,266348,(null),PBBX,BRONX
5211,4/18/19,15:15:00,2019,April,Thursday,Based on Radio Run,APP,POM,47,SGT,47,O,P,PSB,1,ROBBERY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UPSET,20,MALE,BLACK,5.1,155,MED,BRO,BLK,"BLUE SWEATER, BLUE PANTS, WHITE T-SHIRT",47,A,(null),671 EAST 213 STREET,EAST 213 STREET,1021282,259732,(null),PBBX,BRONX
5212,4/18/19,15:30:00,2019,April,Thursday,Based on Radio Run,APP,POF,47,SGT,47,(null),P,PSB,0,ROBBERY,9,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,(null),MALE,BLACK HISPANIC,5.6,120,THN,BRO,BLK,LIGHT GRAY HOODIE,47,A,(null),WHITE PLAINS ROAD && EAST 219 STREET,WHITE PLAINS ROAD,1022187,261218,(null),PBBX,BRONX
5213,4/19/19,1:04:00,2019,April,Friday,Based on Radio Run,APP,POM,49,SGT,49,(null),P,PSB,2,CPW,5,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,22,MALE,BLACK,5.1,210,MED,BRO,BLK,BLACK SHIRT,47,A,(null),RADCLIFF AVENUE && BURKE AVENUE,RADCLIFF AVENUE,1022868,256753,(null),PBBX,BRONX
5214,4/26/19,2:00:00,2019,April,Friday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,BURGLARY,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,ANGRY,37,MALE,BLACK,6.4,220,U,BRO,BLD,(null),47,B,(null),740 EAST 243 STREET,EAST 243 STREET,1026202,269448,(null),PBBX,BRONX
5215,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,Y,ROBBERY,N,(null),N,(null),S,(null),Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,ANGRY,15,MALE,BLACK,5.9,130,THN,BRO,BRO,RED SWEATSHIRT,47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5216,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,14,MALE,WHITE,5.8,130,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5217,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,14,FEMALE,WHITE,5.5,110,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5218,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,15,MALE,WHITE,5.9,150,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5219,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,17,MALE,WHITE,5.7,140,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5220,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,16,MALE,WHITE,5.7,140,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5221,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,16,MALE,WHITE,5.7,140,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5222,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,14,MALE,WHITE,5.7,140,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5223,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,14,MALE,WHITE,5.7,140,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5224,4/27/19,15:20:00,2019,April,Saturday,Based on Radio Run,APP,POM,47,SGT,47,O,(null),(null),1,ROBBERY,44,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,15,MALE,WHITE,5.8,150,THN,BRO,BRO,(null),47,B,(null),EAST 242 STREET && VANCORTLANDT PARK EAST,EAST 242 STREET,1026480,262584,(null),PBBX,BRONX
5225,4/30/19,19:04:00,2019,April,Tuesday,Based on C/W on Scene,APP,POM,52,SGT,52,(null),(null),(null),1,GRAND LARCENY AUTO,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),DE,CALM,35,MALE,WHITE HISPANIC,5.5,165,MED,BRO,BLK,(null),47,A,(null),EAST 233 STREET && CARPENTER AVENUE,EAST 233 STREET,1022884,265132,(null),PBBX,BRONX
6178,1/4/19,15:55:00,2019,January,Friday,Based on Radio Run,APP,POM,871,SGT,871,S,T,Transit,0,MENACING,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),DE,FRUSTRATED,20,MALE,WHITE,6,170,MED,BRO,BLK,NONE,60,A,(null),BRIGHTON 6 STREET && BRIGHTON BEACH AVENUE,BRIGHTON 6 STREET,994961,149718,(null),PBBS,BROOKLYN
6179,1/9/19,20:00:00,2019,January,Wednesday,Based on Self Initiated,APP,SGT,801,LSA,801,(null),H,Housing,1,CPW,5,Y,(null),N,Y,CPW,N,(null),N,(null),S,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),Y,DE,CALM,28,MALE,WHITE HISPANIC,6,200,MED,BRO,BLK,(null),60,D,(null),2947 WEST 23 STREET,WEST 23 STREET,987062,148789,(null),PBBS,BROOKLYN
6180,1/11/19,21:01:00,2019,January,Friday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL TRESPASS,9,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),N,(null),(null),V,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM,24,MALE,BLACK,6.1,200,MED,BLK,BRO,(null),60,D,(null),2949 WEST 28 STREET,WEST 28 STREET,985899,148515,(null),PBBS,BROOKLYN
6181,1/11/19,21:01:00,2019,January,Friday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL TRESPASS,9,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),N,(null),(null),V,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM,22,MALE,BLACK,6.3,290,HEA,HAZ,BRO,(null),60,D,(null),2949 WEST 28 STREET,WEST 28 STREET,985899,148515,(null),PBBS,BROOKLYN
6182,1/13/19,8:13:00,2019,January,Sunday,Based on Radio Run,APP,POM,801,SGT,801,I,H,Housing,5,CRIMINAL TRESPASS,10,Y,(null),Y,Y,CPW,N,(null),Y,(null),(null),(null),N,Y,Y,Y,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,CALM,34,MALE,BLACK,6.1,210,MED,BRO,BLK,(null),60,B,7TH FL,2790 86 STREET,86 STREET,989954,155408,(null),PBBS,BROOKLYN
6183,1/13/19,8:13:00,2019,January,Sunday,Based on Radio Run,APP,POM,801,SGT,801,I,H,Housing,5,CRIMINAL TRESPASS,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,23,FEMALE,BLACK,5.4,120,THN,BRO,BLK,(null),60,B,(null),2790 86 STREET,86 STREET,989954,155408,(null),PBBS,BROOKLYN
6184,1/13/19,21:54:00,2019,January,Sunday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),N,(null),S,V,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM,34,MALE,BLACK,5.8,165,MED,BRO,BLK,(null),60,D,(null),2945 WEST 23 STREET,WEST 23 STREET,987060,148800,(null),PBBS,BROOKLYN
6185,1/13/19,2:15:00,2019,January,Sunday,Based on Self Initiated,APP,DTS,425,SSA,425,O,P,PSB,1,CPW,4,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),DE,NORMAL,19,MALE,BLACK,5.1,170,THN,BRO,BLK,UNK,60,D,(null),2844 WEST 33 STREET,WEST 33 STREET,984292,149199,(null),PBBS,BROOKLYN
6186,1/15/19,19:43:00,2019,January,Tuesday,Based on Self Initiated,APP,POM,801,SGT,801,I,H,Housing,1,CRIMINAL TRESPASS,13,Y,(null),N,Y,CPW,N,(null),N,(null),(null),V,N,Y,N,N,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM,40,MALE,BLACK,6.2,180,MED,BRO,BLK,(null),60,D,(null),2949 WEST 28 STREET,WEST 28 STREET,985899,148515,(null),PBBS,BROOKLYN
6187,1/17/19,11:29:00,2019,January,Thursday,Based on Radio Run,APP,POM,801,LT,801,(null),(null),(null),1,GRAND LARCENY,3,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,19,MALE,BLACK,6,150,THN,BRO,BLK,"BLACK JACKET, BLUE HOODY",60,D,(null),WEST 19 STREET && MERMAID AVENUE,WEST 19 STREET,988186,149315,(null),PBBS,BROOKLYN
6188,1/17/19,11:29:00,2019,January,Thursday,Based on Radio Run,APP,POM,801,LT,801,O,P,PSB,1,GRAND LARCENY,3,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,17,MALE,BLACK,6,150,THN,BRO,BLK,DARK BLUE JACET W/ BLK HOODIE,60,D,(null),WEST 19 STREET && MERMAID AVENUE,WEST 19 STREET,988186,149315,(null),PBBS,BROOKLYN
6189,1/18/19,14:50:00,2019,January,Friday,Based on Self Initiated,APP,POM,871,SGT,871,O,(null),(null),30,CRIMINAL SALE OF MARIHUANA,10,Y,(null),Y,N,(null),N,(null),N,(null),S,V,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),DE,CALM,16,MALE,WHITE HISPANIC,5.6,145,THN,BRO,BLK,"SHORT HAIR, BLACK JACKET, BLUE AND RED SHIRT.",60,B,(null),2436 STILLWELL AVENUE,STILLWELL AVENUE,988797,153526,(null),PBBS,BROOKLYN
6190,1/23/19,23:23:00,2019,January,Wednesday,Based on Radio Run,APP,POM,60,SGT,60,I,P,PSB,5,CPW,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,COOPERTIVE,21,MALE,WHITE HISPANIC,5.8, ,THN,HAZ,BLK,(null),60,A,(null),5 BRIGHTON 10 LANE,BRIGHTON 10 LANE,995477,150772,(null),PBBS,BROOKLYN
6191,1/23/19,23:23:00,2019,January,Wednesday,Based on Radio Run,APP,POM,60,SGT,60,I,P,PSB,5,CPW,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UPSET,23,MALE,WHITE HISPANIC,6.2,190,THN,BRO,BLK,N/A,60,A,(null),5 BRIGHTON 10 LANE,BRIGHTON 10 LANE,995477,150772,(null),PBBS,BROOKLYN
6192,1/27/19,2:05:00,2019,January,Sunday,Based on Self Initiated,APP,POM,801,LT,801,I,H,Housing,15,CPW,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,20,MALE,BLACK,5.11,150,THN,BLK,(null),(null),60,D,(null),2959 WEST 33 STREET,WEST 33 STREET,984432,148313,(null),PBBS,BROOKLYN
